原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
33624,建商與建案的開放資料,內政部,每月建案清冊,"建案編號,建案名稱,縣市,鄉鎮市區,基地位置,基地大小,戶數,樓層,WGS84 X座標,WGS84 Y座標,登記建商,統一編號,登記日期,預計完工日期",現有建案資訊並沒有容易公開檢索的介面，導致許多資訊落差問題，像是我們如果希望確認特定建案的登記建商為哪個公司以及該公司是否仍存在（許多一案建商交屋後公司就解散關閉）目前難度很高，希望相關資料可以全部開放,1407,K***n,2016/08/08 10:21,https://data.gov.tw/node/33624,chewei,2019/4/3,33624,建商與建案的開放資料,內政部,A. 申請前已對外提供 (續A),,,,,1,,,,開放資料 (跳A3),,只是部分 (續A4),沒說要補齊,屬地方自治事務,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33579,請提供全臺灣有政府資料開放宣告的網站,國家發展委員會,"因研究相關在機關平台上有看到資料開放宣告，故想利用這些資料做一些有意義的事情。
 自行搜尋範例如下，請參，再麻煩協助了，謝謝。
 
 臺北市政府教育局：http",網站平台名稱、機關名稱、網址、宣告日期,"因研究相關在機關平台上有看到資料開放宣告，故想利用這些資料做一些有意義的事情。
 自行搜尋範例如下，請參，再麻煩協助了，謝謝。
 
 臺北市政府教育局：http://www.doe.gov.taipei/ct.asp?xItem=1187337&ctNode=37341&mp=104001
 經濟部水利署：http://www.wra.gov.tw/ct.asp?xItem=64714&ctNode=8464&comefrom=lp#8464
 臺灣土地銀行：https://www.landbank.com.tw/LB/Copyright.aspx
 -----
 因研究相關在機關平台上有看到資料開放宣告，故想利用這些資料做一些有意義的事情。
 自行搜尋範例如下，請參，再麻煩協助了，謝謝。
 
 臺北市政府教育局：http://www.doe.gov.taipei/ct.asp?xItem=1187337&ctNode=37341&mp=104001
 經濟部水利署：http://www.wra.gov.tw/ct.asp?xItem=64714&ctNode=8464&comefrom=lp#8464
 臺灣土地銀行：https://www.landbank.com.tw/LB/Copyright.aspx",633,B****,2016/08/03 11:46,https://data.gov.tw/node/33579,chewei,2019/7/6,33579,請提供全臺灣有政府資料開放宣告的網站,國家發展委員會,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,有說明時間 (續B1a),2016/8,無法判斷,,,,,,"雖然機關說8月底回上架，但9/9申請者後來再度詢問一次(
 https://data.gov.tw/node/35411) 該資料後來上架日期9/13(https://data.gov.tw/dataset/35521)，可能可以推測是因為申請者再度詢問9/9，使得機關將資料上架並回覆",民眾重複申請,,,,,,,,,,,,,,,,,,
33542,各縣市衍生性PM2.5的總量和計算方法,行政院環境保護署,各縣市衍生性PM2.5的總量和計算方法,SOx與NOx等污染物轉化為衍生性PM2.5的總量、SOx與NOx等污染物轉化為衍生性PM2.5的計算方法,"在中華民國103年6月公布的《細懸浮微粒(PM2.5)管制計畫》中，第5頁的「表一 各直轄市、縣市國內原生性、衍生性及境外傳輸貢獻」列出的是貢獻比例。
 
 以臺中市為例，我們知道：國內污染源原生性貢獻佔52%、國內污染源衍生性貢獻佔16%、境外傳輸衍生性貢獻佔33%。
 
 細懸浮微粒(PM2.5)管制計畫 中華民國103年6月
 http://air.epa.gov.tw/Download/UpFile/2014/細懸浮微粒(PM2.5)管制計畫.pdf
 
 該份報告的數據來源是TEDS 8.1資料庫，我們可以查到各縣市的原生性PM2.5、SOx與NOx等污染物之排放量。其中，SOx與NOx等污染物可轉化為衍生性PM2.5。
 
 問題是，我們知道SOx與NOx等污染物之排放量，但不知道其轉化為衍生性PM2.5的量，查了很久皆無相關資訊。所以我們無從得知表中比例數字52%、16%、33%，是怎麼計算出來的。
 
 希望環保署能公布各縣市「SOx與NOx等污染物轉化為衍生性PM2.5的量」，如果可以的話，也請公布「SOx與NOx等污染物轉化為衍生性PM2.5的計算方法」。",2365,H***u,2016/08/01 4:47,https://data.gov.tw/node/33542,淑貞,2019/4/3,33542,各縣市衍生性PM2.5的總量和計算方法,行政院環境保護署,C. 不同意提供 (跳C),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要 A 給 B,,,民眾：我原本就有從環保署的TEDS8.1網站上找到「原生性PM2.5、SOx、NOx的排放量原始數據」，但我要的是「轉化為衍生性PM2.5的量和計算方法」（因為看到《細懸浮微粒(PM2.5)管制計畫》有衍生性PM2.5所佔的比例），不是「SOx和NOx的排放量原始數據」啊......,負面案例,,,,,,,,,,,
33186,全國垃圾定點回收場址、開放時間與收運垃圾類型,行政院環境保護署,全國垃圾定點回收場址、開放時間與收運垃圾類型,"地址
 開放時間
 收運垃圾類型",由於垃圾定點回收資訊分散在各縣市網站，格式也不一，有些縣市更無法一次下載所有場址資訊,2032,i***n,2016/07/14 2:03,https://data.gov.tw/node/33186,淑貞,2019/4/3,33186,全國垃圾定點回收場址、開放時間與收運垃圾類型,行政院環境保護署,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,有說明時間 (續B1a),,提供開放資料,全部資料,,,,此資料內容預計於本署「垃圾車清運路線資料-垃圾不落地(定點收集)」、「垃圾車清運路線資料-垃圾不落地(沿線收集)」及「垃圾車清運路線資料-未實施垃圾不落地」等資料集開放(六都預計本年7月、其他縣市12月),,,,,,,,,,,,,,,,,,,,
32831,臺中市境內紅綠燈資料,臺中市政府,臺中市境內紅綠燈資料,紅綠燈所在經度.紅綠燈所在緯度.紅綠燈所在路段.紅綠燈種類(閃紅或閃黃或正常紅綠燈).紅燈秒數.綠燈秒數,研究需求，需要紅綠燈資訊，希望能開方此資料供應用,1744,張***訕,2016/06/28 0:49,https://data.gov.tw/node/32831,chewei,2019/4/29,32831,臺中市境內紅綠燈資料,臺中市政府,C. 不同意提供 (跳C),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尚未蒐集完整,還要研議,,本市由於行政區幅員廣大，號誌設置業務依道路分類分別由本市交通局及交通部公路總局設置，號誌為常見之路口交通工程設計，有關您的寶貴意見我們會納入評估並研議。,,申請者因為論文或研究所以需要此資料,,,,,,,,,,
32698,一盞LED紅綠燈的耗電量,經濟部,LED紅綠燈耗電量,資料類型,我們需要這些資料來做報告的研究,1337,,2016/06/24 16:04,https://data.gov.tw/node/32698,chewei,2019/4/29,32698,一盞LED紅綠燈的耗電量,經濟部,H. 業務陳情意見而無關資料申請 (跳H 選填備註),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,申請者需要了解該主題知識以便運用資料,,,,,,
32342,請開放採購案決標資料,行政院公共工程委員會,採購案決標資料,機關代碼、機關名稱、機關地址、標案案號、招標方式、決標方式、標案名稱、標的分類、預算金額、決標品項名稱、得標廠商名稱、得標廠商統一編號、決標日期、決標金額、附加說明,分析各機關決標情形，作為備標評估,1213,g***o,2016/06/21 16:44,https://data.gov.tw/node/32342,chewei,2019/4/29,32342,請開放採購案決標資料,行政院公共工程委員會,A. 申請前已對外提供 (續A),,,,,1,,,,不是開放資料 (續A2),沒說要提供,只是部分 (續A4),沒說要補齊,開放後將妨礙行政,已提供單筆查詢功能,,資料過度開放如有影響我國談判之可能，或對於我國產業或機關執行業務造成負面或不利影響，則已失去資料繼續開放之正當性；鑑於目前世界貿易組織（WTO）政府採購協定（GPA）會員國中多無提供完整採購資料集供下載，為避免我國資料被外國下載全面分析，基於平等互惠原則，並維護我國普遍產業之利益，經權衡其利弊後應以照顧及保護國內產業為優先，不宜開放政府採購招決標資料集。,"開放標案資料
 https://g0v.hackmd.io/3SfsTv4dT06CNF7O-TWclg",民眾重複申請,亦有民間專案關注本次詢問的資料主題,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31652,您好，有一些疑問,本平臺營運窗口,資料類型統計,資料集下載,"您好！我想請問一下這個資料開放的網站，現在所開放的資料集中，都有哪些資料類型（比如PDF,XML,CSV,DOC等等），以及分別有多少？比如CSV資料有多少個？PDF有多少個？想與別的數據開放平台做一個比較分析。但是在這裡找了很久也沒有明顯標註的地方。",656,赵***珂,2016/05/24 23:14,https://data.gov.tw/node/31652,chewei,2019/4/11,31652,您好，有一些疑問,本平臺營運窗口,A. 申請前已對外提供 (續A),,,,,1,,,,不是開放資料 (續A2),沒說要提供,全部資料,,,,,,,平台改進建議,,,,,,,,,,,,,,,,,,,,,,,,,,,,後來此資料真的上架了 (請貼上網址),https://data.gov.tw/dataset/6564,,
30959,台灣各姓氏人口分佈圖,內政部,機關別分類,戶政,我要製作一張點狀圖，透過不同時期之戶政的戶籍資料可以掌握台灣姓氏的點狀分布圖，舉例來說，我可以知道北部的「張」姓人口分布比例與南部的分佈比例之不同。感謝,6270,C***y,2016/04/26 20:17,https://data.gov.tw/node/30959,chewei,2019/6/7,30959,台灣各姓氏人口分佈圖,內政部,C. 不同意提供 (跳C),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涉及個資,僅能提供統計資料故無法呈現細項,,惟內政部戶政司定期每2年依各直轄市、縣(市)、鄉(鎮、市、區)公布前20大姓氏統計資料，並出版全國姓名統計分析1書，您可至各大圖書館、書店或至內政部戶政司申請閱覽、購買103年版書籍，最新版本預計於105年10月出版,,,,,,,,,,,,
30851,關於環保相關法規,行政院環境保護署,環保法規,"【法規類別】
 【法規名稱】
 【法規條文】",可用於手機查詢相關環保法規,893,阮***新,2016/04/22 16:15,https://data.gov.tw/node/30851,淑貞,2019/4/3,30851,關於環保相關法規,行政院環境保護署,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,有說明時間 (續B1a),,,全部資料,,,,感謝您關心環保事務，有關您提及「環保法規」資料集，本署已規劃預計於本年12月完成資料開放,"＃看似還未以結構化資料方式釋出
 ＃公開網站
 https://oaout.epa.gov.tw/law/",,,,,,,,,,,,,,,,,,,
29201,請提供全國受管制廢汙水排放的廠商,行政院環境保護署,全國廢汙水排放廠商清單,廠商名稱 地址 行業別 排放許可量 管制單位 管制單位通報電話,讓全民了解住家附近有無非汙水排放廠商 全民監督排放情形,943,江***益,2016/03/25 0:15,https://data.gov.tw/node/29201,淑貞,2019/4/3,29201,請提供全國受管制廢汙水排放的廠商,行政院環境保護署,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,有說明時間 (續B1a),,,全部資料,,,,本署水污染源列管事業，其許可資料自105年4月1日起分5梯次，由事業主動公開於「水污法相關資訊公開平臺」(網址：http://waterpollutioncontrol.epa.gov.tw/)，預計105年10月31日可完成,,,,,,,,,,,,,,,,,,,,
28838,政府採購電子網的招標公告可以提供資料集嗎,行政院公共工程委員會,敬請開放政府採購電子網(gpis.pcc.gov.tw)內招標公告資料集,"機關資料(機關代碼, 機關名稱)；採購資料(標案案號, 標案名稱, 標的分類, 預算金額)；招標資料(招標方式, 公告日);領投開標資料(截止投標時間, 開標時間)；其他(廠商資格摘要)",上述欄位資料均已開放人工逐筆查詢，但因每日公告數量達數百筆，人工查詢相當耗時。建議開放XML格式資料集供有意投標廠商可以逐日取得後自行加值運用。,1453,C***l,2016/03/21 11:53,https://data.gov.tw/node/28838,chewei,2019/4/11,28838,政府採購電子網的招標公告可以提供資料集嗎,行政院公共工程委員會,A. 申請前已對外提供 (續A),,,,,1,,,,不是開放資料 (續A2),沒說要提供,只是部分 (續A4),沒說要補齊,沒有說明原因,,,採購網係依政府採購法，採公開評選方式招商，整體委外，政府不出資，由得標廠商自負盈虧營運，依契約廠商必須提供招標及決標查詢功能，招標原始資料為廠商營運項目，故無法於資料集提供採購網招標公告所有欄位。,"民間社群
 https://g0v.hackmd.io/3SfsTv4dT06CNF7O-TWclg",民眾重複申請,亦有民間專案關注本次詢問的資料主題,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27474,建議開放全臺公寓大廈報備名冊,本平臺營運窗口,建議開放全臺公寓大廈報備資料,序號、公寓編號、公寓大廈名稱、行政區、縣市、地址,目前各縣市建管處都只提供查詢，沒辦法完整下載EXCEL檔，既然可以提供查詢，可否直接提供下載檔案，謝謝。,1252,L***a,2016/02/04 11:11,https://data.gov.tw/node/27474,chewei,2019/4/14,27474,建議開放全臺公寓大廈報備名冊,本平臺營運窗口,F. 要分案,派發給「各地方政府」與「業務單位」,,,派發後實際回覆的機關數量有落差,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27474,建議開放全臺公寓大廈報備名冊,本平臺營運窗口,建議開放全臺公寓大廈報備資料,序號、公寓編號、公寓大廈名稱、行政區、縣市、地址,目前各縣市建管處都只提供查詢，沒辦法完整下載EXCEL檔，既然可以提供查詢，可否直接提供下載檔案，謝謝。,1252,L***a,2016/02/04 11:11,https://data.gov.tw/node/27474,chewei,2019/4/14,27474.1,建議開放公寓大廈報備名冊,臺北市政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,全部資料,,已提供單筆查詢功能,,,目前於本市核備有案之公寓大廈管理委員會相關資訊，已於本處網站中提供民眾查詢(網址：http://qservice.dba.tcg.gov.tw/depart/vdepart_inquery.asp)。,公寓大廈,民眾重複申請,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27319,政府電子採購網,行政院公共工程委員會,可否提供歷年By類別或機關之招標決標與得標資訊,"機關單位、得標廠商名單、單位、預算金額、決標金額、品名、限制性招標、不合格廠商等等欄位之清單
 ，譬如說：104年_勞務類841_招標清單.xls, 104年_勞務類842_招標清單.xls,103年_勞務類_招標清單.xls 等格式資料供下載 感謝 ~~",現行採購網無法一次查詢取得多年資料，因此可否比照其他公共機關用xls或csv或odt等格式檔案，提供歷年採購招標決標得標等資料下載,10876,C***e,2016/02/01 9:17,https://data.gov.tw/node/27319,chewei,2019/4/11,27319,政府電子採購網,行政院公共工程委員會,A. 申請前已對外提供 (續A),,,,,1,,,,不是開放資料 (續A2),沒說要提供,只是部分 (續A4),沒說要補齊,沒有說明原因,,,採購網係依政府採購法，採公開評選方式招商，整體委外，政府不出資，由得標廠商自負盈虧營運，依契約廠商必須提供招標及決標查詢功能，招標原始資料為廠商營運項目，故無法於資料集提供採購網招標公告所有欄位。,"民間社群
 https://g0v.hackmd.io/3SfsTv4dT06CNF7O-TWclg",民眾重複申請,亦有民間專案關注本次詢問的資料主題,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27092,敬請開放「每季最新地籍圖原始檔案」,內政部,每季最新地籍圖原始檔案（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,地籍圖、地段、地號、更新時間...等,提供房仲業及建設公司於內部系統開發使用。,1067,o***n,2016/01/27 18:49,https://data.gov.tw/node/27092,chewei,2019/4/5,27092,敬請開放「每季最新地籍圖原始檔案」,內政部,C. 不同意提供 (跳C),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,涉及個資,已提供單筆查詢功能,,,"用詞「民眾重複詢問」
 用詞「需要自行演算資料」處理相關地號資訊",,,,,,,,,,,
25351,請儘快釋出 CEMS固定污染源空氣污染物連續自動監測的數據,行政院環境保護署,"CEMS固定污染源空氣污染物連續自動監測的數據
 
 依據 固定污染源空氣污染物連續自動監測設施管理辦法（92.12.03.訂定）
 http://ivy5.e",請參考固定污染源管制地圖 https://g0v.hackpad.com/ndUPo4GAK5N,"政府擁有所有管制煙囪的排放資料應該儘早釋出, 才有機會去檢討現行的管制標準是否合理, 不然現在像是在打爛仗, 不斷的抗爭, 對百姓/業者都不公平, 參考:固定污染源空氣污染物連續自動監測設施管理辦法(92.12.03.訂定） http://ivy5.epa.gov.tw/epalaw/search/LordiDispFull.aspx?ltype=04&lname=0570
 -----
 CEMS固定污染源空氣污染物連續自動監測的數據
 
 依據 固定污染源空氣污染物連續自動監測設施管理辦法（92.12.03.訂定）
 http://ivy5.epa.gov.tw/epalaw/search/LordiDispFull.aspx?ltype=04&lname=0570",1954,彭***平,2015/12/15 17:52,https://data.gov.tw/node/25351,淑貞,2019/4/2,25351,請儘快釋出 CEMS固定污染源空氣污染物連續自動監測的數據,行政院環境保護署,B. 同意提供 (跳B),,,,,1,,,,,,,,,,,,,,,,,有說明時間 (續B1a),,提供開放資料,全部資料,,,,,,,,,,,,,,,,,,,,,,,,
25009,敬請開放「各入學管道考試標準」,教育部,各入學管道考試標準（此為資料描述，實際要看政府單位是否有相關或替代資料可參考）,校系資料、入學管道資訊、考試分發各系組最低錄取分數、各系組錄取人數、繁星推薦錄取結果、個人申請各校系篩選標準...等,取得個入學管道相關標準、程序及過去統計資料，以提供升學學生、家長及老師擬定升學策略。,726,o***n,2015/12/01 21:32,https://data.gov.tw/node/25009,chewei,2019/5/30,25009,敬請開放「各入學管道考試標準」,教育部,C. 不同意提供 (跳C),,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,,,,,民眾重複申請,,,,,,,,,,
